sample1,sample2,score
"['to show that cot starfish might benefit slow growing coral', 'to explain fluctuation in the cot starfish population', 'to indicate that the behavior of cot starfish has changed over time', 'to emphasize the danger posed by cot starfish to coral reefs']",1. to reveal the unpredictability of cot starfish behavior 2. to show that cot starfish can be a key factor in the decline of coral reefs 3. to indicate that cot starfish populations are vulnerable to environmental changes 4. to emphasize the need for further research on the impact of cot starfish on coral reefs,4.3
"['they were in the roof', 'they were usually kept closed', 'they allowed smoke to escape from the house', 'they stood opposite one another across narrow streets']",1. they were in the walls 2. they were usually kept open 3. they allowed heat to escape from the house 4. they stood side by side across narrow courtyards,4.5
"['an efficient solution to the problem of storing solar energy', 'energy policies in the twentieth century', 'reasons that solar energy is not more widely used', 'the superiority of solar energy to oil and natural gas']",1. a viable solution to the challenge of harnessing solar energy 2. energy strategies for the future 3. the drawbacks of solar energy 4. the promise of solar energy as a sustainable energy source,3.0
"['it has no evolutionary connection to other trees growing in australia today', 'it has an inefficient reproductive system', 'its flower are located at the bases of the leaves', 'it is similar to some ancient fossils']",1. it has no genetic connection to other plants growing in the same region 2. it has a unique reproductive system that is not found in other plants 3. its flowers are located at the tips of the branches 4. it is similar to some extinct species of plants  ,4.7
"['all new clubs must submit an approval letter to the student activities center', 'she needs it to request funding for the club on his behalf', 'she needs proof that the new club has a faculty advisor', ""the approval letter can serve as verification of the club's registration""]","['whether it was originally part of a larger meteoroid', 'whether it originated in the inner or outer solar system', 'what proportion of iron and stone it contains', ""how large it is when it enters the earth's atmosphere""]",0.0
"['element 43 has a very fast rate of decay', 'element 43 always contains small amount of other elements', 'element 43 cannot be created artificially', ""element 43's radioactivity makes it easy to isolate and measure""]",1. element 43 has a very low abundance in the earth's crust 2. element 43 is highly reactive and unstable 3. element 43 cannot be found in its pure form in nature 4. element 43's radioactivity makes it challenging to isolate and purify,4.2
"['they are the type of meteorite that most commonly falls to the ground', 'they are type of meteorite most often seen in museums', 'they are the oldest type of meteorite found on the ground', 'they are the most difficult type of meteorite to find on the ground']","['they imitate another kind of animal', 'they fly in circles around their nest', 'they cover their nest with their wings', 'they pretend they are sick or injured']",0.0
"['the clearing of trees', 'the burning of fossil fuels', 'the domestication of certain animals', 'the cultivation of certain grains']","['it is a largely subconscious process', 'it is a process that applies only to some details', 'it is very common phenomenon', 'it is a topic that has not been explored extensively']",0.0
"['they usually behave in playful and amusing ways', 'they usually behave the way that real norwegian people behave', 'most are giants , trolls , or dragons', 'most are based on actual historical figures']","1. they usually behave in alluring and seductive ways 2. they usually behave the way that real norwegian people behave,",3.5
"['they make different predictions about the direction in which the american continents will move', 'they make different predictions about how long it will take for pangaea ultima to form', 'only one predicts that asia will eventually begin to move eastward', 'only one predicts that some tectonic plates will eventually stop moving']",1. they make different predictions about the cause,3.3
"[""to check on the man's progress on a paper he is writing"", 'to show the man techniques for organizing his time', 'to encourage the man to revise a paper he wrote', 'to clarify her comments on a paper the man wrote']",1. to assess the man's progress on a research project 2. to provide the man with strategies for managing his workload 3. to offer feedback on a draft of a research paper the man wrote 4. to help the man refine his arguments in a research paper  ,4.4
"['the differences between imagination and perception', 'cognitive functions that improve decision making', 'cognitive functions that assist in problem solving', 'common limitations with regard to several cognitive functions']","['factors that relate to the size of the area in which it grows', 'the size of its population over the last few centuries', 'whether anything can be done to ensure its survival', 'why it did not change much over the last one hundred million years']",0.0
"['their location in the ceremonial areas of neolithic communities', 'their ability to function as astronomical calendars', 'the structure of their high ceilings', 'the remains of drums found in their chambers']","['passive systems are less reliable', 'passive systems are difficult to install', 'passive systems can be used at any location', 'passive systems work without mechanical support']",0.0
"['he believes it accounts for a great deal of glacial movement', 'he thinks it is a slower type of a glacial movement than basal slip', 'he is not convinced that it is a type of glacial movement', 'he does not agree that it causes fissures in glaciers']","['to demonstrate a way of remembering things', 'to explain why she needs to leave soon', 'to illustrate a point that appears in his report', 'to emphasize the importance of good health']",0.0
"['choose an easier research topic', 'concentrate on five journals', 'read the summaries of the articles first', 'install a new program on her home computer']","1. conduct a literature review on a different topic 2. explore a new field of study 3. use a different research methodology 4. analyze a different dataset  the new options are very different from the original options, with significant changes in wording to make them more distinct and precise.  option 1: conduct a literature review on a different topic this option is very different from the original options, which all involve the same research topic. option 1 explores the idea of researching a completely different topic, which could be a more exciting or challenging option for the test-taker.  option 2: explore a new field of study this option is similar to option 2, but the word ""journals"" is replaced with ""field of study"" to convey the idea of researching a new area of study, rather than a limited number of journals.  option 3  ",1.6
"['they found a way to protect livestock from harsh weather without travelling to the southern region', 'they realized that a nomadic lifestyle offered benefits that outweighed the hard work', 'they had to leave the area due to a rapid increase in population', 'they learned that growing crops is possible in the southern region']","['to explain the origins of the term fairy tale', 'to eliminate a possible definition of the term fairy tale', 'to support a claim about the function of fairy tales', 'to indicate that fairies are a major element in fairy tale']",0.0
"['she was embarrassed because she gave an incorrect answer', 'she was upset because the professor seemed to ignore her', ""she was confused by the organization of the professor's lecture"", 'she was surprised by the comments of the other students']",1. she felt excited because she had just received a scholarship offer 2. she was thrilled because the professor mentioned her name during the lecture 3. she was inspired by the professor's passion for the subject matter 4. she was amused by the funny faces made by her fellow students      ,1.0
"['other students are using the book in the library', 'the book is kept in the political science library', 'the student has the incorrect title for the book', 'all the copies of the book have been checked out of the library']","['prepare for his morning music classes', 'rehearse with a school music group', 'play jazz for the faculty in the dining hall', 'eat with classmates from his music class']",0.0
"['to point out conventions found in most folktales', 'to point out differences between animal stories and comical stories', 'to give an example of a transformation story', 'to give an example of a story published in the first collection of norwegian folktales']","['the climate in the colorado river basin will become wetter in the future', 'the 1922 agreement was based on overestimated average river flows', 'water flowing in the colorado river rises and falls at a predictable rate', 'human activity caused climate change in the colorado river basin']",0.0
"['by examining the location of the lake bed', 'by measuring the amount of sand covering the lake bed', 'by examining the color of the limestone formation', 'by identifying the types of fossils found in the limestone']",1. by examining the historical records of the lake 2. by measuring the economic impact of the lake on the surrounding community 3. by examining the social impact of the lake on the surrounding community 4. by identifying the types of recreational activities found in the lake,2.0
"['different kinds of trees used for building canoes', 'various methods of native american transportation', 'the value of birth trees to some native american groups', 'the trading of birth wood products by europeans in north america']",1. various species of trees utilized for building traditional boats 2. the range of transportation methods employed by pre-colonial societies 3. the symbolic importance of trees in indigenous cultures 4. the historical trade of wood products between native groups and colonizers,4.1
"['the development of motor skills in children', 'how psychologists measure muscle activity in the throat', 'a theory about the relationship between muscle activity and thinking', ""a study on deaf people's problem solving techniques""]",1. the development of emotional skills in children 2. how psychologists measure heart rate in the throat 3. a theory about the relationship between heart rate and thinking 4. a study on people with anxiety disorders' problem solving techniques  ,3.5
"['beavers generally prefer cutting down large trees to small trees', 'beavers generally do not travel long distances to cut down large trees', 'beavers will not cut large trees of certain species', 'beavers use large trees mainly for the purpose fo building shelters']","['to explain why pianos are easy to play', 'to explain why pianos are expensive to construct', 'to explain why pianos are not classified as string instruments', 'to explain why pianos do not require frequent tuning']",0.0
"['it included more religious festivals than did the other calendar', 'it was used for scheduling tax payments', 'it had the same number of days every year', 'it used the moon to determine the beginning of the year']",1. it included more religious festivals than did the other calendars 2. it was used for scheduling religious events 3. it had the same number of days every year 4. it used the sun to determine the beginning of the year  ,4.3
"['it sent back the first color photographs of the moon', 'it was powered by solar energy', 'it landed in the far side of the moon', ""it flew over the moon's polar regions""]",1. it sent back the first virtual reality footage of the moon 2. it was powered by a new type of battery 3. it landed on the moon's dark side 4. it flew over the moon's mountainous regions  ,3.6
"['to point out a source of biographical information about harriet morrison irwin', 'to emphasize his point that there were few southern us architects in the nineteenth century', 'to support his assertion that nineteenth century residential architects did not get enough respect', 'to point out that interest in southern us architecture increased during the nineteenth century']","['signals from closer objects interfere with radio waves from space', 'particles in the atmosphere change the direction of radio waves', 'radio waves from space are rest very strong', 'light waves from sources on earth alter radio waves from distant objects']",0.0
"['it was the true beginning of the holocene epoch', 'it was the greenhouse gases were at their lowest levels', 'it was not a major cause of population growth', 'it did not cause as big an environmental impact as some researchers say']","1. it marked the beginning of a new geological era 2. it was a period of low atmospheric carbon dioxide levels 3. it had a negligible effect on global warming 4. it had a limited impact on the environment compared to other factors  the new options are very similar to the original options, but they are worded slightly differently to avoid being too similar and to provide a bit more variety. option 1 uses ""marked the beginning of"" instead of ""was the true beginning of"" to provide a slightly different phrasing. option 2 uses ""low atmospheric carbon dioxide levels"" instead of ""greenhouse gases were at their lowest levels"" to provide a more specific and technical description. option 3 uses ""had a negligible effect on"" instead of ""did not contribute significantly to"" to provide a slightly different phrasing. option 4 uses ""limited impact"" instead of",2.9
"['it was clearly important to the catalhoyuk religion', 'it became covered with soot', 'it often shows farmers at work', 'its significance is unknown']","['many dinosaurs died before they became adults', 'male dinosaurs produced a spongy layer of bone', 'male dinosaurs probably took care of the eggs', 'female dinosaurs seldom went far from their nests']",0.0
"['the types of habitats marmots prefer', 'methods of observing marmot behavior', 'feeding habits of some marmot species', 'differences in behavior between marmot species']","['by showing the dolphin two patterns that were similar in density', 'by playing two sounds that became progressively closer in pitch', ""by producing sounds that were just within the dolphins' range of hearing"", 'by introducing a third paddle that ended on trial an began a new one']",0.0
"['it was the first play she had seen performed professionally', 'she saw it against the wishes of her parents', 'she was surprised at how traditional the performance was', 'she had a variety of emotional reactions to the play']",1. it was the first play she had witnessed on stage 2. she attended the play despite her parents' objections 3. she was caught off guard by the play's innovative approach 4. she felt a gamut of emotions during the performance  ,4.4
"['a point about southern settlements that the student did not understand', 'a problem with an assignment on colonial shipping routes', 'reasons why the student prefers to write a paper relates to architecture', 'an aspect of colonial settlements the student wants to research']","['the importance of record keeping in the development of hypotheses', ""the relationship between sunspots and earth's geomagnetic cycle"", 'the progression of scientific knowledge about sunspots', ""the effect of sunspots on earth's climate""]",0.0
"['when the object has decomposed over time', 'when the object is older than the site at which it was found', 'when the object is found in the lowest soil layer of a site', 'when the object was broken during excavation']","['different kinds of color vision in sea animals', 'differences in appearance between various species of octopus', 'ways that octopuses attract their prey', 'ways that octopuses protect themselves from predators']",0.0
"['different views of a type of sculpture popular in ancient roman times', 'evidence that romans had outstanding artistic ability', 'the differences between greek sculpture and roman sculpture', 'the relationship between art and politics in ancient roman times']",1. different views of a type of music popular in the baroque period 2. evidence that baroque composers had outstanding skill 3. the differences between baroque music and classical music 4. the relationship between art and politics in the baroque period,2.4
"['he never used it', 'he came to appreciate it', 'it was inconvenient', 'it was expensive']","['to illustrate the shape of the interior of a passage grave', 'to describe part of a neolithic burial ceremony', 'to help explain how resonance is produced', 'to give an example of an artifact found in a neolithic site']",0.0
"['the woman may need to work part time while attending graduate school', 'the woman should shop around for an affordable graduate school', 'the woman could probably find employment in the marketing field without a graduate degree', 'the woman should make sure that her graduate course of study interest her']",1. the woman may need to work part time while attending graduate school to help offset the cost of tuition and living expenses 2. the woman should research and compare different graduate programs to find one that offers the best value for her investment 3. the woman could consider pursuing a part-time or online graduate program to balance her studies with her work and personal responsibilities 4. the woman should carefully evaluate the curriculum and resources of her chosen graduate program to ensure that it aligns with her career goals and interests.  ,4.4
"['political events that led to the invention of eyeglasses', 'a comparison of attitudes toward vision correction in europe and china', 'the relationship between the printing press and literacy', 'an overview of vision correction over time']","['it repels water', 'it can be eaten', 'it is easy to find', 'it has a rough texture']",0.0
"['to make a connection between ancient and modern attitudes toward music', 'to contrast its characteristics with the characteristics of ancient greek music', 'to introduce a topic he will discuss later in the lecture', 'to find out what kind of music students in the class like best']",1. to explore the evolution of music from ancient to modern times 2. to examine the similarities and differences between ancient and modern music 3. to discuss the impact of historical context on music 4. to investigate the preferences of the class regarding music styles  ,4.5
"['different foraging strategies among animals', 'methods beavers use to gather building materials', 'decisions beavers make about where to live', 'choices beavers face when foraging']",1. the role of beavers in their ecosystem 2. the impact of beavers on their environment 3. the unique features of beaver habitats 4. the importance of beavers in maintaining biodiversity  ,3.3
"['they maintain an unusually high body temperature', 'a special tissue in their eyes enables them to see through ice', 'special proteins make their blood circulate too fast to freeze', 'ice crystals in their bodies are prevented from growing large enough to harm them']","['art historians have been learning how to use spectroscopes', 'scientists need to learn how art historians analyze paintings', 'confirming the authenticity of artworks requires collaboration', ""spectroscopic analysis can help identify a painter's techniques""]",0.0
"['mars jarosite and earth jarosite might have been created by different processes', 'mars jarosite might have been formed without water', 'mars jarosite might not contain as much iron or potassium as earth jarosite', 'mars jarosite might be more acidic than earth jarosite']",1. mars jarosite and earth jarosite might have been created by different environmental conditions 2. mars jarosite might have been formed through a different set of chemical reactions than earth jarosite under different environmental conditions 3. mars jarosite might have a different mineral composition than earth jarosite due to different environmental conditions 4. mars jarosite might have a different crystal structure than earth jarosite due to different environmental conditions,4.4
"['by drawing a parallel with a process common to the legal field', 'by repeating a comment the professor made at the beginning of class', ""by referring to a study that supports the professor's theory"", ""by comparing the professor's remarks with statements in the textbook""]",1. by telling a personal anecdote that relates to the topic 2. by offering a humorous analogy that illustrates the concept 3. by citing a surprising fact or trivia related to the topic 4. by asking a question that is unrelated to the topic but sparks a discussion  ,0.5
"['the fact that public relations does not involve advertising', 'the high level of competition for jobs in the public relations field', 'the number of groups that public relations professionals reach out to', 'the amount of education needed to work in the public relations field']",1. the fact that public relations does not involve media relations 2. the high level of competition for jobs in the public relations field 3. the number of audiences that public relations professionals address 4. the amount of creativity needed to work in the public relations field   ,4.2
"['it is extremely well done', ""it probably reflected artists'sreligious beliefs"", 'it is less sophisticated than the art at lascaux and altamira', 'it is probably not much older than the are at lascaux and altamira']","1. it is impressively executed 2. it likely expresses the artist's deeply held beliefs 3. it is less refined than the art at lascaux and altamira 4. it is probably not much older than the art at lascaux and altamira  the new options are somewhat similar to the original options, but with slight changes in wording to make them more precise and nuanced. option 1 uses ""impressively executed"" instead of ""extremely well done"" to emphasize the artist's skill and expertise. option 2 uses ""deeply held beliefs"" instead of ""religious beliefs"" to be more specific about the nature of the artist's inspiration. option 3 uses ""less refined"" instead of ""less sophisticated"" to emphasize the artistic technique rather than the overall level of development. option 4 uses",3.5
"['they imitate another kind of animal', 'they fly in circles around their nest', 'they cover their nest with their wings', 'they pretend they are sick or injured']","['art in the neolithic period', 'the site of a neolithic town', 'methods of making stone tools', 'the domestication of plants and animals by early farmers']",0.0
"['it is inadequate for accurately predicting future events', 'it is difficult to study with experiments', 'it is a process that is unrelated to perception or memory', 'it is a relatively new area of study in cognition']",1. it is restricted in its capacity to anticipate future events 2. it is hard to explore through experimental techniques 3. it is a cognitive process that is unrelated to sensory input or past experiences 4. it is a growing area of study in the realm of mental functions,3.7
"['method s of observing unusual animal behavior', 'a theory about ways birds attract mates', 'ways animals behave when they have conflicting drives', 'criteria for classifying animal behaviors']","[""academic records are regularly checked by the registrar's office"", 'students meet with a department chairperson to plan their course work', 'students receive letters listing the courses that they still need to take', 'warning letters are sent to students who have fallen behind in their course work']",0.0
"[""it was one of many paintings that depicted a women's studio"", 'it did not bring bashkirtseff recognition for her artistic ability', 'it was criticized for an unrealistic depiction of women artists', 'it was beneficial for both bashkirtseff and the school where she studied']",1. it was one of several paintings that showcased her artistic talent 2. it did not lead to widespread recognition for her work 3. it was criticized for its inaccurate portrayal of women artists 4. it was a valuable learning experience for both bashkirtseff and her peers  ,4.8
"['there is not enough time left in the semester', 'not all of the students were able to get a copy of the book', 'the professor miscalculated the difficulty level of the bool', 'the book was not on the course syllabus']","['to explain why it took neel a long time to find her characteristic style', 'to explain why neel experimented with genres other than portraiture', ""to identify elements of realism and expressionism in neel's paintings"", ""to emphasize a distinctive feature of neel's body of work""]",0.0
"['the differences between rural and urban styles of housing', 'the reasons for popularity of a particular type of house', 'the various styles of houses that are popular in new england', 'the decorative details that are typical of houses built in new england']","['recent advances in technology used by astronomers', 'how radio astronomy has led to advances in communication technology', 'important discoveries made by radio astronomers', 'difficulties astronomers have in observing the universe']",0.0
"['to contrast its displacement activities with those of other animals species', 'to explain that some animals display displacement activities other than grooming', 'to point out how displacement activities are influenced by the environment', 'to five an example of a n animal that does not display displacement activities']",1. to assess the effectiveness of different methods for studying animal displacement behaviors 2. to discuss the ethical considerations of using animals in research on displacement activities 3. to explore the potential applications of research on animal displacement behaviors in human society 4. to evaluate the impact of technology on the study of animal displacement behaviors,2.1
"['to support a hypothesis about the evolution of constrictor snakes', 'to support a hypothesis that venomous snakes evolved from constrictor snakes', 'to give an example of a snake species that was never venomous', 'to give an example of a type of snake that can change its color']",1. to support a hypothesis about the evolution of constrictor snakes 2. to support a hypothesis that venomous snakes evolved from constrictor snakes 3. to give an example of a snake species that has a similar body shape to constrictors but is not venomous and is found in a different geographical location 4. to give an example of a type of snake that can change its color but is not a constrictor snake and is found in a different geographical location.  ,3.9
"['to show what happens after an economy has experienced a boom and bust cycle', 'to illustrate the conditions needed to produce a boom and bust cycle', 'to demonstrate how boom and bust cycles have changed over time', 'to explain why the boom and bust cycle is not a frequent historical occurrence']",1. to portray the impact of economic cycles on a country's economic growth and development,2.6
"['manner', 'quality', 'quantity', 'relevance']",1. complexity 2. clarity 3. coherence 4. concision    ,1.6
"['finding sources for her group partners', 'writing the weekly progress reports for her group', ""forgetting to pay attention to the project's deadlines"", 'failing to involve the group members in the selection of a topic']",1. gathering information for her group's research project 2. preparing the weekly progress reports for her group 3. ignoring the project's deadlines 4. failing to collaborate with her group members on the topic selection  ,3.7
"['the influence of film on theater', 'the transient nature of theater', 'modern interpretations of a play by shakespeare', ""a comparison of different film versions of shakespeare's play""]",1. the influence of the playwright on the film adaptation 2. the impact of the film on the audience's understanding of the play 3. the use of film techniques to enhance the interpretation of the play 4. the challenges of adapting the play for the screen  ,4.0
"['to illustrate an alternative to a steep ramp', 'to emphasize the effort needed to move large stone blocks', 'to imply that progress on the great pyramid was slow', 'to describe the shape of the road leading to the giza plateau']","['it is usually technically stronger than work created for a class', 'it tends to be more interesting than class work', 'it faces increased pressure to be trendy', 'it is more likely to be exhibited than is work created for a class']",0.0
"['it resembles a photograph', ""it may be frantzen's best known painting"", 'it was painted in the impressionist style', 'it was painted while frantzen lived abroad']","['the population reached 1 billion', 'the anthropocene epoch was first described', ""industrialization began to influence earth's environment"", 'there was a significant change in the amount of sediment deposited around the world']",0.0
"['they developed a method for describing the locations of stars', 'they regularly traded with the peoples of hawaii and new zealand', 'they were the first to recognize the usefulness of zenith stars', 'they considered a navigator to be the same as an astronomer']",1. they developed a method for describing the locations of celestial bodies 2. they regularly traded with the peoples of other islands and continents 3. they were the first to recognize the usefulness of celestial navigation 4. they considered a navigator to be the same as a cartographer,4.3
"['it can accurately test for the presence of water', 'it can analyze soil samples without returning them to earth', 'it can return soil samples back to earth quickly', 'it can determine the handedness of amino acids']",1. it can accurately test for the presence of water in the soil 2. it can analyze soil samples without returning them to the laboratory 3. it can return soil samples back to the laboratory quickly 4. it can determine the handedness of molecules in the soil 5. it can test for the presence of other essential nutrients in the soil 6. it can test for the presence of harmful substances in the soil  ,3.9
"['a child learning many different ideas from or her parents', 'alligators reproducing in new york sewers', 'different people remembering different versions of a story', 'a person singing the twinkle , twinkle song many times']",1. a child learning many different ideas from or her parents  new 1. a child learning many different dance moves from or her teacher  2. alligators reproducing in new york sewers  new options:,3.5
"['they produce dye in different colors', 'they propel the octopus through the water', ""they change the texture of the octopus'skin"", 'they help the octopus contract into a smaller shape']",1. they produce a different type of dye in the octopus' skin that is more shimmering 2. they propel the octopus through the water in a different speed 3. they change the texture of the octopus' skin in a different pattern that is more intricate 4. they help the octopus contract into a different shape that is more graceful,3.9
"[""after students have registered for the next semester's classes"", 'after professors receive student evaluations of textbooks', 'after professors inform the bookstore what textbooks they will use the following semester', 'after the bookstore determines what price to charge']","['to ask about a university policy regarding dorm rooms', 'to report excessive noise in her dorm', 'to report that room temperatures are too high in her room', 'to inquire about the status of a request she had made for a repair']",0.0
"['plastic containers may change the flavor of milk', 'light may negatively affect the quality of milk', 'people prefer to buy milk in see through containers', 'opaque containers are effective in protecting milk from bacteria']",1. plastic containers may affect the color of milk 2. light may impact the nutritional content of milk 3. consumers prefer to purchase milk in opaque containers for freshness 4. transparent containers may allow harmful bacter,3.9
"['to contrast its displacement activities with those of other animals species', 'to explain that some animals display displacement activities other than grooming', 'to point out how displacement activities are influenced by the environment', 'to five an example of a n animal that does not display displacement activities']",1. to compare the displacement activities of different animal species 2. to discuss how environmental factors influence the types of displacement activities displayed by animals 3. to provide examples of animals that exhibit unique displacement activities 4. to explain how displacement activities are related to an animal's social behavior and communication  ,4.8
"['to point out conventions found in most folktales', 'to point out differences between animal stories and comical stories', 'to give an example of a transformation story', 'to give an example of a story published in the first collection of norwegian folktales']",1. to point out conventions found in most traditional stories 2. to point out differences between animal stories and other types of stories 3. to give an example of a story that involves a transformation or change 4. to give an example of a story that has been passed down through generations in a particular culture  ,4.8
"['a book that the man is trying to find in the library', 'a book that the man already returned to the library', 'a book that the man is using to write his senior thesis', 'a book that the man lent to his sociology professor']",1. a book that the man is trying to locate in the library 2. a book that the man recently returned to the library 3. a book that the man is utilizing to complete his senior thesis 4. a book that the man borrowed from his sociology professor  ,4.9
"['the differences between rural and urban styles of housing', 'the reasons for popularity of a particular type of house', 'the various styles of houses that are popular in new england', 'the decorative details that are typical of houses built in new england']",1. the differences between traditional and modern styles of housing 2. the reasons for popularity of a particular type of house in a specific region 3. the various styles of houses that are popular in different parts of the world 4. the decorative details that are typical of houses built in different regions of the world  ,4.7
"['to acknowledge a large donation from a prominent engineering graduate', 'to honor an important professor who retired recently', 'to represent the engineering department that moved into it', 'to honor a former student who became an astronaut']",1. to celebrate a major milestone in the engineering program's history 2. to recognize the achievements of a talented engineering student who has won a prestigious award 3. to commemorate the completion of a groundbreaking engineering project 4. to honor a respected engineering professor who has received a prestigious grant.  ,3.1
"['he will be doing research in the open ocean', 'he will be teaching visitors about the displays at the aquarium', 'he will be writing a report about the regional center for marine research', 'he will be spending more time in the classroom']","['women and men took art classes together', 'women artists played a greater role in the salon exhibitions', 'more schools were established by women artists', 'fewer women artists were traveling to paris']",0.0
"['by taking photographs that fit with current trends', ""by following one's own artistic views"", 'by consulting experienced photographers', 'by learning what gallery owners are interested in']","1. by exploring the use of technology to create interactive and immersive experiences 2. by using photography as a means of social commentary and activism 3. by experimenting with different mediums and formats, such as video or installation art 4. by creating images that challenge the viewer's perceptions and assumptions  the new options are very different from the original options, and are not directly related to the topic of photography. option 1 is rephrased to ""exploring the use of technology to create interactive and immersive experiences"" instead of ""capturing images that appeal to the current market"". option 2 is rephrased to ""using photography as a means of social commentary and activism"" instead of ""pursuing one's own unique artistic vision"". option 3 is rephrased to ""experimenting with different mediums and formats, such as video or installation art""",0.7
"['to indicate that the spice trade became mere direct', 'to explain why the price of pepper suddenly increased', 'to indicate that spices were not available in europe for centuries', 'to explain why the origins of spices became more mysterious']",1. to indicate that the spice trade became more profitable 2. to explain why the price of pepper suddenly escalated 3. to indicate that spices were not available in europe for a considerable period of time 4. to explain why the origins of spices became more enigmatic,4.4
"['two competing theories of business management', 'tools that business managers can use to improve the efficiency of their employees', 'a method for business to learn about the needs of their customers', 'a way that business managers can better relate to their employees']","[""how to keep a reader's interest"", 'how to create believable characters', 'key differences between major and minor characters', 'techniques for developing short story plots']",0.0
"['the role of physics in the discovery of neolithic religious sites', 'the sound effects that neolithic people could experience in passage graves', 'evidence that passage graves were designed to function as calendars', 'a debate about the role of sound in passage grave ceremonies']","['they do not have sound', 'they are filmed underwater', 'they are easy to understand', 'they difficult to categorize']",0.0
"['to explore the use of spices in conking in the middle ages', 'to explain the significance of spices for medieval society', 'to describe how the spice trade evolved in medieval europe', 'to examine changes in the role that spices played in the middle ages']",1. to explore the use of spices in medieval medicine 2. to explain the symbolic meanings of spices in the middle ages 3. to describe the role of spices in medieval religious rituals 4. to examine the impact of spices on the daily lives of medieval people,4.3
"['early versions listed two names for some elements', 'early versions had the incorrect atomic number for some elements', 'early versions were not as easy to use as modern version', 'early versions did not list an element for every atomic number']","['to produce multiple scripts as quickly as possible', 'to prevent the audience from using logic to guess the endings', 'to avoid writing endings similar to those of other plays', 'to ensure that the plot would develop in a logical manner']",0.0
"['they provided credible descriptions of ancient roman gardens', 'they probably exaggerated the beauty of ancient roman gardens', 'they probably never owned gardens themselves', 'they invented gardening practices that are still used in italy today']","['women and men took art classes together', 'women artists played a greater role in the salon exhibitions', 'more schools were established by women artists', 'fewer women artists were traveling to paris']",0.0
"['to find out the status of her job application', 'to get help locating a book she needs for a class', 'to request a book that her professor put on the reserve list', ""to ask how to look up books on the library's computer system""]","['the techniques and materials used for the cleanup were probably outdated', 'some attempts to clean up the copper basin have made the problems worse', 'it is not surprising that cleaning up the area has been extremely difficult', 'the cleanup has taken longer than necessary']",0.0
"['her high school course fulfilled the requirement for previous course work', 'the computer system that usually blocks students was not working properly', 'an employee in the department did not follow instructions', 'the professor made an exception in her case']","['to explain why early astronomers started measuring the velocity of the planets', 'to explain why the astronomer aristarchus rejected the geocentric model', 'to show how early astronomers explained the apparent backward motion of some planets', 'to show that early astronomers believed that all planets moved in their own orbits around the sun']",0.0
"['they do not need an instructor to coach them', 'they do not usually take swimming classes', 'they must pay an extra fee to use the equipment', 'they do not need a gym pass']","[""children's literature became less popular"", 'attempts were made to modernize the plots of traditional folktales', 'folktales began to be regarded as an important aspect of norwegian culture', 'folktales in norway became more similar to folktales from other parts of europe']",0.0
"['the role of physics in the discovery of neolithic religious sites', 'the sound effects that neolithic people could experience in passage graves', 'evidence that passage graves were designed to function as calendars', 'a debate about the role of sound in passage grave ceremonies']",1. the use of sound in the creation of prehistoric art 2. the role of sound in the interpretation of prehistoric art 3. the significance of sound in the study of prehistoric culture 4. the impact of sound on the understanding of prehistoric society  ,3.3
"['to cause an element to emit light', 'to study an element in combination with other elements', 'to remove impurities from the element', ""to measure an element's resistance to heat""]","['they have more possibilities for jobs if they take additional math courses', 'many of them eventually teach math courses at other universities', 'many of them have unrealistic expectations about becoming astronauts', 'they are not required to take a math course for a degree in the department']",0.0
"['to identify other artists who often painted women and children', ""to point out one of the influences on cecilia beaux's work"", 'to question the importance of impressionism in portraiture', ""to contrast their view of art with cecilia beax's vision""]",1. to investigate the role of cecilia beaux in the development of american portraiture 2. to discuss the significance of cecilia beaux's work in the context of american art history 3. to explore the use of symbolism in cecilia beaux's portraits 4. to analyze the emotional intensity of cecilia beaux's work  ,3.6
"['to compare two experiments designed to study distraction', 'to give an example of when area v5 might be activated', ""to describe a limitation in the brain's processing capacity"", 'to make a point about the effect of distractions on driving']","1. to compare the effects of different types of distractions on cognitive performance 2. to provide an example of when the anterior cingulate cortex might be activated 3. to discuss the role of attention in mitigating the impact of distractions 4. to illustrate the impact of distractions on a specific task, such as texting and driving.  ",4.1
"['she felts that it was the best way to represent a time period', 'she enjoyed the technical challenge of painting portraits', 'she found that it was too difficult to earn a living painting abstract art', 'she followed the lead of expressionist painters who also painted portraits']","['he does not know the publication date of some reviews he needs', ""he does not know the location of the library's vides collection of plays"", 'he does not know how to find out where the play is currently being performed', 'he does not know how to determine which newspaper he should look at']",0.0
"['it is difficult to understand how some customers react to advertising', 'it is important to ensure the quality of a product before advertising it', 'a poorly chosen advertising message can have negative consequences', ""some businesses remain unsuccessful even when they focus on the four m's""]","1. it is challenging to create an advertising message that appeals to a wide range of customers 2. it is crucial to consider the potential impact of an advertising campaign on the brand's image 3. a well-designed advertising message can increase brand recognition and customer loyalty 4. some businesses struggle to achieve success even when they prioritize the four m's and target the right audience the new options are somewhat similar to the original options, but they use different words and phrasing to convey the same ideas. option 1 emphasizes the difficulty of creating an advertising message that appeals to a wide range of customers, while option 2 highlights the importance of considering the potential impact of an advertising campaign on the brand's image. option 3 emphasizes the potential benefits of a well-designed advertising message, including increased brand recognition and customer loyalty, while option 4 acknowledges that",3.4
